Soil_Texture,Soil_Moisture_%,Bulk_Density_g_cm3,Porosity_%,Water_Holding_Capacity_%,pH_Level,Electrical_Conductivity_dS_m,Organic_Carbon_%,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Sulfur_mg_kg,Calcium_mg_kg,Magnesium_mg_kg,Temperature_C,Rainfall_mm,Humidity_%,Solar_Radiation_W_m2,Recommended_Crop,Soil_Health_Score
Clayey,30.3,1.54,33.92,19.64,5.83,0.42,1.03,169.94,38.72,132.33,30.23,1839.89,51.5,32.01,608.55,61.28,686.1,Millets,28.41527756
Sandy,17.57,1.36,33.26,19.41,6.47,0.77,3.39,188.7,27.85,362.63,40.44,1415.71,65.43,16.64,623.85,31.88,761.92,Peanuts,44.78057294
Sandy,10.42,1.6,43.04,44.52,5.59,0.56,3.25,218.21,19.86,344.04,7.92,264.35,401.08,16.32,1204.88,88.97,114.3,Millets,54.08772264
Loamy,21.79,1.43,33.62,35.38,5.11,1.13,3.16,305.19,14.87,251.53,41.54,912.85,176.32,34.05,801.13,61.85,195.04,Vegetables,41.18480761
Sandy,33.72,1.36,49.18,33.34,7.09,0.48,2.14,483.17,23.19,166.89,33.72,1475.51,446.61,39.04,1115.11,63.76,149,Sugarcane,66.60357563
Loamy,7.32,1.69,42.23,21.11,6.49,2.36,0.45,426.92,34.13,142.04,33.98,1022,455.44,30.1,1445.99,68.48,780.07,Millets,54.00612674
Sandy,7.89,1.44,38.45,26.86,5.72,0.49,2.97,321.17,39.76,235.97,5.3,1985.92,455.04,15.57,591.49,41.31,529.84,Vegetables,65.86584861
Sandy,28.37,1.7,49.82,28.53,7.56,1.22,2.6,302.48,42.73,104.41,25.05,1537.66,246.55,22.43,543.4,53.41,600.71,Vegetables,57.64537667
Loamy,35.41,1.66,42.03,19.97,6.42,0.83,0.26,181.29,31.96,324.95,23.65,1361.68,135.03,14.99,712.17,87.12,676.5,Millets,39.87027337
Sandy,25.87,1.2,32.24,13.28,5.46,0.9,3.06,321.27,28.48,250.83,44.67,631.36,441.42,13.13,1041.11,68.05,712.46,Vegetables,44.25628134
Loamy,30,1.46,46.54,33.04,4.94,1.27,0.43,219.48,39.33,153.1,53.26,1079.71,264.49,22.36,659.84,48.15,161.27,Millets,41.0203804
Sandy,11.48,1.62,32.03,36.07,8.46,1.25,3.27,64.98,6.72,397.19,30.41,652.68,358.9,20.84,313.26,76.69,733.33,Millets,36.70099413
Clayey,20.07,1.61,49.97,44.41,6.54,2.33,2.02,367.75,26.54,245,19.46,1073.6,233.72,26.8,1493.35,85.37,345.7,Millets,64.96442804
Loamy,36.62,1.5,49.01,19.19,6.72,0.31,1.9,133.59,13.37,130.57,45.22,1651.84,269.61,36.94,1128.43,49.44,150.82,Sugarcane,29.20485735
Sandy,20.71,1.57,43.15,36.04,5.42,0.96,1.18,389.92,38.25,345.7,33.14,1628.49,117.11,10.85,627.84,67.19,762.87,Millets,64.77333441
Loamy,10.58,1.61,44.03,44.56,7.56,0.79,2.26,467.73,10.54,131.94,19.81,207.91,460.27,25.79,1096.5,54.94,202.33,Millets,52.08898233
Clayey,33.15,1.56,47.49,49.39,5.7,1.17,2.65,295.55,25.42,81.28,48.06,1785,234.84,11.62,384.97,87.78,612.33,Millets,53.88537745
Sandy,39.37,1.34,31.58,27.14,6.37,0.15,0.74,416.04,20.26,94.67,29.31,1075.06,170.01,31.74,1470.74,57.13,651.13,Sugarcane,31.08522681
Sandy,32.18,1.13,45.27,15.55,4.77,0.44,1.72,453.64,34.35,193.42,12.79,691.55,139.83,35.92,838.24,45.27,197.16,Millets,43.39071407
Clayey,31.32,1.47,47.19,30.7,7.63,0.49,0.87,76.36,35.84,119.55,55.11,1947.42,161.4,14.36,749.68,87.36,158.79,Millets,34.94721219
Loamy,29.38,1.13,32.3,34.27,6.11,1.96,1.93,194.51,49.73,109.99,9.58,1309.19,305.7,10.22,1394.28,48.84,374.53,Millets,47.17657971
Loamy,8.3,1.6,34.93,24.56,8.1,2.35,2.58,357.74,35.04,374.33,35.52,333.87,252.2,20.15,1302.21,30.45,680.92,Vegetables,58.3145445
Loamy,19.78,1.78,41.32,25.25,5.01,2.43,2.94,174.9,12.2,143.4,34.85,1986.73,372.75,37.02,1238.96,49.34,606.36,Millets,38.91904601
Loamy,16.34,1.14,41.38,15.4,6.22,2.49,1.59,355.93,35.38,152.83,18,1457.2,308.69,38.13,266.46,33.6,539.45,Millets,49.77191136
Clayey,7.74,1.75,34.84,25.5,8.1,0.98,0.62,259.37,30.87,74.02,18.43,1103.5,336.45,34.7,1019.28,73.22,655.31,Millets,31.69071571
Loamy,8.03,1.19,41.84,36.35,6.84,0.14,1.44,384.53,13.52,368.68,50.03,900.92,117.16,13.57,1426.14,66.77,581.34,Wheat,51.0020867
Loamy,6.8,1.42,43.13,47.17,5.79,0.56,1.13,218.83,45.11,339.84,39.64,1013.05,383.75,21.36,434.99,59.44,496.12,Corn,64.81229779
Sandy,5.99,1.11,33.97,18.87,4.96,1.5,1.88,152.82,40.65,327.28,20.07,640.22,364.25,37.68,238.24,51.67,652.29,Peanuts,41.72433293
Sandy,6.75,1.14,33.06,47.73,7.4,0.52,1.82,407.11,41.39,219.07,44.13,1630.64,265.99,13.07,1129.6,33.85,172.58,Millets,67.15484136
Sandy,8.25,1.16,31.02,41.12,4.67,1.02,0.61,462.9,26.49,119.47,39.95,661.43,468.77,31.74,632.83,42.06,184.32,Millets,45.03744259
Sandy,22.68,1.34,46.1,42.87,5.54,0.98,0.38,156.9,47.42,117.84,36.16,817.81,60.18,12.42,493.84,87.73,140.08,Peanuts,36.4248041
Loamy,16.59,1.38,31.68,38.99,6.74,0.64,2.02,76.79,18.89,243.74,53.12,1851.21,199,26.94,586.17,47.47,280.34,Millets,36.00744882
Loamy,33.11,1.42,40.84,37.5,7.12,1.05,1.47,271.61,48.05,79.07,33.35,1808.36,417.04,19.96,1366.33,56.03,511.97,Wheat,59.34745156
Loamy,21.94,1.21,33.21,14.33,5.25,2.31,3.13,339.85,43.39,190.49,14.81,1168.74,124.59,21.55,388.61,81.3,479.52,Vegetables,47.01023082
Loamy,17.13,1.18,34.2,43.96,5.16,1.58,1.38,187.59,14.87,262.01,17.96,966.64,105.22,15.9,782.46,57.13,657.47,Millets,31.70404575
Loamy,33.23,1.69,43.78,45.62,6.18,0.68,2.81,117.37,33.36,365.47,11.85,324.33,379.23,14.03,341.67,72.95,685.15,Millets,56.99056677
Sandy,24.19,1.32,35.42,29.91,6.73,0.38,3.12,468.94,33.79,367.3,37.18,546.11,198.7,31.33,877.58,71.53,301.62,Vegetables,66.02394661
Sandy,27.67,1.31,40.3,26.45,5.25,0.68,0.42,136.54,36.75,291.44,44.37,243.97,71.44,33.52,711.01,44.55,747.46,Peanuts,27.28120886
Loamy,15.91,1.66,43.33,21.13,5.66,2.22,1,219.49,36.6,325.79,30.03,450.15,365.5,17.91,392.07,52.5,145.6,Millets,48.22120055
Clayey,6.15,1.52,48.36,31.29,4.91,1.03,3.02,359.63,24.66,296.74,43.81,1550.15,333.73,27.34,881.53,32.42,251.35,Vegetables,63.6281319
Clayey,25.41,1.46,40.74,37.76,6.96,1.6,3.1,401.63,32.55,308,21.56,725.39,133.03,33.06,325.01,50.61,547.32,Vegetables,65.39193912
Sandy,33.05,1.14,44.26,26.08,8.03,1.17,0.2,424.94,28.38,322.08,21.72,969.34,55.14,18.72,570.91,73.95,265.5,Millets,49.06358547
Clayey,8.75,1.24,31.78,42.94,7.94,2.37,3.43,95.71,24.35,285.16,48.1,1013.87,74.76,35.39,1301.19,37.37,494.81,Rice,40.63011866
Sandy,27.97,1.65,36.05,36.84,7.67,2.05,0.41,220.71,35.93,147.24,59.72,1388.94,250.5,11.11,329.4,83.69,109.84,Millets,42.71942015
Sandy,30.36,1.5,46.23,14.64,6.79,1.15,3.1,444.35,16.76,344.98,58.31,1912.68,497.89,16.78,1210.21,32.83,155.26,Sugarcane,71.82703524
Loamy,33.32,1.4,41.82,32.13,6.24,1.79,0.83,488.64,17.59,318.99,55.08,1822.7,288.69,27.56,683.52,68.58,405.63,Millets,64.3684601
Clayey,16.78,1.57,35.11,39.51,7.78,1.43,0.82,142.72,8.05,356.06,35.86,414.4,131.31,11.04,563.66,80.69,329.89,Rice,28.53306806
Clayey,9.95,1.4,41.38,12.7,4.67,0.98,1.71,259.46,32.75,171.88,34.06,177.41,491.42,31.2,1064.21,40.33,117.62,Millets,34.19539895
Loamy,23.01,1.18,36.01,33.89,6.31,0.62,0.71,308.04,39.25,197.73,12.3,1809.42,74.86,19.94,1278.91,75.33,252.08,Millets,47.16765944
Sandy,34.58,1.47,33.9,32.83,5.43,2.25,1.35,289.81,21.2,385.77,6.56,1219.8,83.19,21.36,1401.79,87.34,489.7,Sugarcane,46.99067723
Sandy,28.1,1.4,47.3,35.43,4.73,1.83,2.66,380.15,38.53,101.5,34.7,1620.87,213.97,12.79,1036.29,36.73,196.08,Vegetables,57.71704339
Clayey,38.86,1.8,34.29,48.43,4.78,2.42,0.68,332.76,46.03,69.03,8.48,1797.32,159.36,31.53,238.55,31.8,514.18,Millets,51.40648597
Clayey,26.2,1.72,40.49,29.86,6.06,2.26,0.24,232.64,30.21,356.98,12.27,289.2,181.63,38.31,519.36,87.71,689.83,Millets,42.89021001
Loamy,13.16,1.25,48,33.81,5.89,0.73,1.17,431.7,17.24,176.78,26.53,625.69,232.93,24.38,826,82.94,208.32,Millets,44.65545607
Sandy,33.61,1.46,36.2,10.9,7.79,2.3,1.36,126.96,11.4,261.13,38.27,205.7,404.16,36.99,546.4,37.91,513.39,Millets,21.49467565
Sandy,23.91,1.66,46.03,25.06,6.07,1.67,2.48,413.42,43.39,352.84,57.22,615.67,441.55,31.3,1405.85,71.84,653.19,Corn,74.92053277
Loamy,9.24,1.22,43.95,24.38,5.34,1.08,1.71,455.31,27.31,79.93,27.12,1815.11,313.85,35.54,843.06,31.8,250.81,Millets,50.36238132
Clayey,17.83,1.73,48.4,14.11,4.96,1.01,0.72,458.14,11.63,395.5,36.46,1081.61,296.07,28.43,783.01,37.31,435.4,Millets,51.4856853
Clayey,14.69,1.77,35.76,44.75,6.88,0.73,1.01,316.02,40.79,125.68,6.96,1120.95,131.93,26.23,1309.4,77.88,212.61,Millets,48.81146215
Sandy,22.57,1.79,41.9,21.04,8.04,1.08,1.85,303.5,8.75,53.87,19.31,1122.64,447.82,20.8,1124.75,59.53,607.05,Millets,30.91607518
Clayey,13.09,1.76,37.4,13.48,4.77,1.27,3.46,486.9,20.85,187.97,46.35,846.97,232.83,20.24,1188.57,34.73,441.72,Vegetables,45.92792374
Sandy,12.81,1.36,42.99,44.35,5.54,1.73,3.03,302.98,27.44,251.32,52.57,189.55,161.42,29.82,1499.73,43.43,263.55,Vegetables,50.9127627
Clayey,9.27,1.71,38.28,24.94,8.01,1.2,3.09,382.25,17.59,111.86,16.82,628.45,125.64,22.68,904.22,85.34,604.6,Vegetables,35.86508102
Clayey,27.57,1.71,30.81,28.66,8.04,0.41,2.14,310.69,9.77,262.4,48.34,1998.01,280.28,29.22,575.35,83.02,320.98,Rice,43.74077895
Sandy,12.34,1.56,42.95,37.34,5.07,1.42,1.97,316.82,27.25,324.06,55.73,871.05,171.28,23.25,1127.13,68.89,449.18,Millets,53.27179403
Sandy,28.92,1.42,48.71,27.17,4.6,0.12,0.35,387.5,45.61,113.12,43.03,1618.06,450.43,39.84,475.36,75.62,633.51,Millets,55.26945283
Loamy,39.99,1.63,35.42,12.7,8.15,1.28,0.88,159,22.27,185.66,14.29,1730.45,307.08,29.88,784,65.07,523.22,Millets,28.00491187
Clayey,22.95,1.4,49.02,21.73,5.42,1.37,0.39,454.04,28.22,268.12,29.49,1368.36,268.47,33.6,922.22,34.92,552.57,Millets,55.9004777
Sandy,7.02,1.46,41.69,23.88,7.66,0.46,3.29,198.3,43.65,154.96,34,1303.14,499.82,29.89,1424.62,52.61,316.06,Millets,55.21016597
Clayey,17.17,1.51,48.63,38.18,4.53,1.11,0.91,246.81,15.45,308.67,53.87,155.07,456.22,17.87,455.22,56.62,469.04,Millets,42.70304812
Loamy,5.72,1.27,40.13,49.84,5.16,0.99,1.53,438.2,26.14,304.7,20.08,1416.58,444.87,28.37,324.77,84.94,215.28,Millets,70.36221138
Loamy,8.91,1.79,39.38,22.95,8.06,2.27,0.34,61.49,33.6,295.92,55.96,1815.41,395.53,21.79,1395.61,31.56,384.21,Millets,43.30885681
Clayey,22.18,1.41,39.76,11.5,6.38,0.49,2.52,445.12,6.95,327.18,58.3,225.96,364.26,27.63,468,72.5,169.94,Vegetables,43.73589516
Clayey,23.8,1.35,48.85,47.42,7.49,1.17,2.36,151.42,14.73,273.25,42.39,1166.65,339.36,34.87,1469.6,50.94,171.79,Millets,51.09309157
Loamy,36.5,1.52,49.02,30.86,7.81,2.47,1.9,325.83,11.65,335.16,23.32,674.69,380.06,18.88,995.63,41.74,446.15,Millets,55.17297242
Clayey,13.05,1.77,44.31,13.1,7.77,1.35,1.44,489.33,31.91,299.82,5.36,985.87,304.54,32.01,835.25,36.87,708.82,Rice,60.82193706
Sandy,26.43,1.2,45.01,12.33,6.61,1.29,3.5,310.08,23.97,326.91,12.96,1934,317.87,34.85,1338.97,55.34,514.37,Vegetables,61.03069316
Sandy,39.61,1.16,40.81,13.31,7.9,1.71,2.62,147.81,40.31,188.05,52.84,879.62,92.48,26.3,599.73,88.01,595.3,Millets,33.68917194
Clayey,34.57,1.72,45.76,17.13,5.07,1.37,1.7,151.35,43.95,124.52,20.56,256.63,415.53,31.5,811.37,81.11,164.33,Millets,34.75951944
Loamy,27.97,1.2,45.72,30.03,5.93,2.22,2.19,482.63,14.49,328.71,6.59,1719.59,419.37,19.78,455.29,30.79,522.79,Millets,70.56997746
Clayey,15.09,1.64,31.73,34.1,5.71,0.92,0.94,307.34,19.99,241.07,17.22,870.32,388.59,26.63,591.94,80.58,798.97,Millets,41.42773037
Sandy,38.78,1.65,31.96,38.13,7.83,0.21,2.33,79.86,28.48,296.33,43.96,165.9,108.36,10.65,757.73,49.98,227.44,Millets,30.03935075
Sandy,25.71,1.19,42.85,49.4,6.89,0.54,3.26,494.82,22.05,306.81,31.12,612.9,480.06,30.04,1187.8,48.49,147.62,Vegetables,77.3651602
Sandy,36.01,1.48,42.81,17.06,4.92,0.55,1.86,395.24,12,116.24,43.66,251.82,378.24,21.23,1192.29,32.82,194.2,Sugarcane,29.07967286
Sandy,36.62,1.37,49.34,17,7.87,0.26,2.09,207.1,23.11,148.71,48.29,1700.82,164.35,26.64,662.33,86.38,266.34,Millets,35.01679588
Sandy,11.06,1.4,44.35,45.91,7.15,1.93,2.65,339.23,19.77,171.03,47.35,699.91,396.67,17.4,1097.99,83.46,253.46,Vegetables,57.3206053
Loamy,38.66,1.62,41.91,13.78,5.14,2.31,0.68,222.11,33.8,121.28,28.94,1478.05,249.45,16.59,1096.4,80.26,606.35,Sugarcane,32.64944809
Clayey,31.36,1.34,40.49,17.9,7.67,1.18,2.92,436.44,24.49,145.73,28.8,1895.38,379.88,11.13,1322.45,52.75,128.03,Sugarcane,56.82532844
Clayey,38,1.73,38.12,38.51,4.93,1.54,2.76,92.93,6.81,167.45,21.73,1457.6,443.81,14.18,403.48,61.28,701.06,Millets,32.92081485
Sandy,10.25,1.76,42.71,35.3,7.66,2.12,3.47,143.74,26.88,156.74,53.41,1846.34,291.49,34.23,217.49,84.07,763.06,Millets,50.85797526
Sandy,25.85,1.62,32.1,36.92,7.75,1.87,1.92,387.83,37.52,365.75,12.85,1699.95,483.36,37.27,1088.33,36.11,603.28,Millets,77.06952805
Clayey,5.49,1.18,47.97,43.17,5.3,0.77,2.31,131.87,28.38,220.04,57.51,1800.51,141.48,20,880.88,46.2,695.4,Millets,46.25838491
Sandy,37.15,1.8,33.7,49.04,8.22,0.72,3.33,395.7,11.32,105.99,46.49,1544.06,139.1,21.78,1412,55.64,520.76,Sugarcane,46.56776568
Loamy,13.28,1.76,31.14,14.43,6.19,0.41,1.84,55.94,11.33,346.57,7.08,1018.39,255.94,17.42,1491.89,35.11,607.55,Millets,22.19839308
Loamy,7.68,1.58,34.73,27.79,7.84,0.53,1.5,98.13,34.95,383.94,59.23,707.81,495.39,15.51,1441.27,89.09,258,Millets,47.82166589
Loamy,29.47,1.17,44.15,49,5.69,2.13,1.23,257.52,42.56,296.06,29.34,805.46,346.79,27.43,331.3,75.76,146.25,Millets,64.15016176
Sandy,37.06,1.35,44.86,10.39,5.88,1.41,2.75,59.37,35.41,224.09,34.81,1225.06,80.2,33.32,1352.87,36.57,401.11,Peanuts,30.61875699
Loamy,32.59,1.13,43.67,19.94,4.81,2.47,1.56,204.59,16.83,302.91,31.5,411.51,394.29,16.08,1490.82,64.85,255.35,Sugarcane,35.73078603
Clayey,10.79,1.59,39.61,45.19,5.38,0.15,2.22,415.65,32.74,332.74,35.14,548.1,83.32,28.19,346.12,70.04,112.83,Millets,59.03261979
Sandy,15.97,1.63,40.8,31.2,8.08,1.28,1.86,475.4,21.67,301.87,49.58,605.32,97.66,36.19,1068.65,50.31,623.36,Millets,53.1567566
Loamy,38.37,1.59,35.53,43.54,6.12,0.84,2.04,307.79,43.9,246.46,18.08,368.74,71.1,10.14,443.2,49.1,153.03,Millets,51.46425767
Loamy,39.48,1.38,37.43,20.47,7.19,0.28,2.89,83.25,27.2,372.17,20.55,425.68,326.92,14.65,1054.14,73.87,753.07,Sugarcane,39.90629807
Sandy,21.95,1.53,31.76,11.91,7.8,0.14,2.81,168.69,7.67,78.99,28.89,875.79,432.95,20.73,775.05,72.92,586.85,Millets,16.00595884
Loamy,23.53,1.64,42.06,10.17,7.72,0.89,2.89,158.2,37.28,240.93,13.91,249.26,133.81,36.74,996.25,85.51,592.07,Millets,33.24686292
Clayey,7.72,1.32,45.1,42.85,6.61,0.65,1.17,190.78,23.34,190.61,14.68,1950.77,382.32,23.96,537.85,52.03,379.5,Millets,50.87918202
Clayey,21.14,1.77,36,47.1,5.62,1.22,2.25,101.07,13.65,280.68,21.2,747.78,226.36,37.63,1410.44,50.58,108.94,Millets,35.37777279
Sandy,37.4,1.41,38.97,45.96,8.15,2.46,2.38,252.77,42.16,213.14,45.52,1716.14,75.41,39.99,535.71,63.88,711.86,Millets,59.29025844
Sandy,27.13,1.12,40.3,37.7,8.15,2.48,1.19,375.88,43.52,390.31,33.86,460.56,55.52,28.96,886.71,38.45,488.95,Corn,62.1866893
Sandy,12.88,1.79,46.46,11.34,7.28,2.29,0.29,225.28,40.61,355.84,44.33,762.84,389.49,22.53,1098.21,78.48,724.67,Corn,53.10496649
Clayey,9.67,1.65,35.1,43.67,6.58,1.63,0.42,472.21,25.65,301.75,36.82,840.88,292.11,18.14,1095.86,59.68,706.27,Millets,61.40535775
Loamy,6.85,1.54,41.6,17.86,6.7,1.62,1.5,328.89,17.53,154.2,44.44,334.89,241.65,20.63,971.59,78.74,495.39,Wheat,31.99387588
Sandy,5.83,1.4,31.29,46.14,7.91,1.02,2.13,489.36,13.76,150.23,26.46,1978.37,117.75,36.47,502.45,85.96,557.86,Millets,52.55907796
Loamy,8.91,1.51,33.6,12.32,7.71,2.27,0.34,232.34,49.6,265.27,38.49,656.67,304.87,25.63,470.69,48.68,270.16,Millets,43.06867091
Loamy,20.32,1.49,46.79,37.93,6.24,1.91,0.86,333.4,34.68,351.03,56.47,760.31,377.75,34.65,1165.7,37.05,536.57,Millets,65.79671631
Loamy,31.14,1.38,43.57,39.56,7.88,0.91,2.14,110.63,22.6,226.06,29.75,461.85,307.15,27.41,1260.84,40.56,454.36,Sugarcane,37.0529342
Loamy,18.9,1.78,33.7,11.69,6.23,1.04,1.99,102.19,37.67,167.44,31.5,1169.79,380.09,20.59,803.63,34.77,462.59,Millets,32.60550002
Clayey,26.13,1.25,38.96,44.48,7.16,2.32,2.21,465.66,22.92,94.99,29.71,872.1,291.39,24.85,1061.87,81.63,435.94,Millets,56.06443853
Clayey,35.91,1.72,31.62,30.42,5.27,0.32,3.44,68.43,28.82,391.47,6.07,1957.27,341.88,19.86,289.11,83.1,760.04,Millets,51.43065435
Clayey,5.37,1.18,36.5,34.98,6.74,1.85,3.48,87.69,46.29,262.19,11.16,1777.9,436.06,20.38,878.54,61.5,509.73,Millets,63.3548867
Loamy,29.4,1.57,47.1,28.74,5.02,1.16,1.78,344.45,32.48,366.25,54.34,144.45,369.47,20.24,725.97,54.46,238.69,Millets,57.65539107
Clayey,7.6,1.78,49.64,13.42,8.12,0.5,1.47,128.16,45.14,154.75,31.95,897.94,300.19,23.67,1219,47.76,611.93,Millets,37.09573475
Clayey,29.03,1.59,36.41,17.67,5.13,1.17,0.36,204.76,24.57,115.8,9.3,1417.1,69.84,31.5,1215.83,54.25,725.42,Millets,18.08737909
Clayey,10.76,1.47,47.45,19,6.15,1.67,2.68,141.48,8.42,394.8,29.59,863.93,422.56,35.13,1284.91,59.75,410.03,Millets,44.63163021
Loamy,34.7,1.69,42.66,45.19,5.01,1.25,0.55,218.87,8.14,272.7,6.68,426.26,439.3,37.49,1099.68,42.9,590.24,Sugarcane,37.47419501
Loamy,36.95,1.17,38.15,20.97,5.16,0.11,2.25,474.67,14.58,195.6,34.37,761.82,249.41,22.22,1213.44,44.76,747.08,Sugarcane,39.77591644
Loamy,24.18,1.29,33.82,16.99,8.4,1.37,0.84,387.57,39.15,50.71,6.56,808.64,457.62,10.96,1147.85,86.59,416.81,Millets,38.94427118
Sandy,5.98,1.16,32.08,49.26,6.89,0.94,0.44,405.63,21.47,192.59,26.33,1555.42,149.89,34.25,702.43,76.65,401.43,Millets,49.52514287
Sandy,39.43,1.6,39.35,40.95,5.5,0.53,2.24,490.24,19.96,107.2,13.05,293.59,353.18,28.83,1084.42,51.69,180.06,Sugarcane,48.11632716
Clayey,21.19,1.47,36.8,15.31,7.29,0.79,2.01,52.03,29.79,256.89,48.69,830.39,184.65,35.1,942.89,87.62,629.55,Millets,26.99041692
Clayey,32.92,1.47,44.43,26.32,4.71,1.63,2.46,293.03,25.7,101.53,22.11,232.29,55.16,19.35,1418.13,59.46,398.34,Sugarcane,27.83598815
Loamy,39.78,1.39,43.54,17.32,6.01,1.47,1.76,455.39,28.83,116.16,30.25,1741.18,170.67,38.37,994.64,59.97,354.09,Millets,48.95972581
Sandy,39.89,1.31,42.34,19.55,5.56,1.69,0.79,320.33,12.14,286.95,34.36,1283.65,266.41,31.53,1170.5,72.73,717.91,Sugarcane,39.24964249
Clayey,9.68,1.27,47.21,43.02,6.79,0.53,1.35,316.84,18.32,352.62,47.73,115.96,308.55,18.1,1314.23,72.46,440.16,Millets,53.49960478
Sandy,7.17,1.22,34.66,21.62,5.84,0.56,0.32,230.81,30.4,358.83,6.46,789.85,248.47,22.95,230.22,67.29,403.08,Millets,38.33242478
Sandy,38.47,1.3,30.83,23.62,6.96,1.83,2.49,298.97,33.79,336.71,41.12,860.48,135.99,10.98,936.78,30.27,146.62,Millets,51.20411603
Sandy,33.65,1.5,36.44,26.66,4.64,1.9,0.75,219.17,46.27,239.28,42.67,1887.25,240.61,30.68,851.47,40.28,714.65,Millets,48.84809849
Sandy,34.5,1.45,36.34,46.78,8.45,1.84,2.28,270.55,40.84,232.96,19,1489.54,262.68,22.88,750.37,52.3,693.88,Millets,61.49350546
Clayey,33.64,1.63,34.2,20.86,6.99,1.35,0.93,343.53,8.58,107.85,34.59,1725.12,326.88,34.9,467.4,38.31,202.44,Millets,33.53594878
Loamy,22.29,1.64,31.21,16.12,6.83,0.61,2.2,343.41,30.88,76.62,36.47,349.41,176.74,15.44,1000.53,74.56,176.15,Wheat,29.1341997
Loamy,24.45,1.69,49.95,16.04,4.94,1.68,1.13,369.54,6.95,157.26,9.73,1464.37,434.03,30.27,1399.49,37.72,680.75,Millets,39.39181763
Loamy,17.13,1.76,44.83,16.38,4.63,0.68,1.8,452.01,22.16,272.5,38.91,104.9,273.82,34.37,1425.22,68.02,277.87,Millets,43.51619566
Clayey,31.83,1.58,30.7,24.7,6,1.58,3.01,234.33,47.32,192.42,34.02,391.41,198.29,30.31,451.51,89.99,339.7,Millets,43.72152548
Clayey,11.23,1.5,43.47,12.5,7.47,1.2,0.96,113.38,47.18,114.68,11.16,1251.11,141.61,16.18,1346.97,54.78,336.6,Millets,30.56933035
Clayey,5.34,1.44,40.16,16.61,6.18,2.44,1.96,84.21,20.23,172.17,37.1,1824.94,245.33,32.69,762.02,64.95,256.39,Millets,30.15800342
Loamy,19.52,1.76,41.92,29.83,8.08,2.04,1.31,177.63,12.28,291.67,44.33,1447.78,119.97,30.43,746.17,35,183.66,Millets,36.38835028
Loamy,5.99,1.71,49.49,34.71,7.93,1.13,3.17,162.84,9.31,316.68,49.63,1269.94,444.31,36.74,713.13,88.55,726.48,Millets,52.66173049
Loamy,30.1,1.42,42.67,14.98,7.77,1.17,3.23,379.84,32.34,316.07,10.84,798.31,382.06,36.71,355.23,59.32,398.25,Vegetables,61.29114643
Clayey,14.89,1.34,41.22,33.49,7.85,0.88,2.22,71.42,16.75,98.66,49.57,1719.83,247.17,15.83,1473.23,77.96,474.61,Millets,27.69395317
Sandy,18.79,1.12,41.11,30.56,5.46,1.34,3.23,410.91,11.5,69.67,24.96,1109.78,61.23,33.46,1395.56,42.37,671.52,Vegetables,35.09069509
Loamy,5.28,1.41,30.24,47.09,7.51,1.53,0.87,130.77,14.97,333.77,11.77,773.59,397.55,13.46,267.57,30.58,627.38,Millets,40.56482809
Sandy,9.28,1.16,45.05,35.83,5.91,1.72,0.51,414.04,31.09,239.7,40.66,388.04,52.9,27.21,321.61,87.04,263.61,Millets,46.84089096
Clayey,10.33,1.19,41.89,11.54,8.34,1.31,1.39,403.78,21.33,352.4,29.39,567.9,134.99,22.93,962.02,78.25,223.07,Rice,42.52862207
Loamy,17.36,1.52,45,27.7,6.25,1.53,3.5,243.24,24.46,228.1,36.33,462.53,65.53,20.53,888.92,71.22,400.44,Millets,41.51900753
Sandy,14.1,1.68,46.72,28,4.97,1.5,1.4,291.67,33.7,136.68,8.42,105.77,407.03,19.75,731.79,77.06,614.75,Millets,41.01275728
Clayey,37.41,1.6,38.33,48.71,5.68,1.97,0.81,231.23,48.63,137.68,30.16,379.45,463.76,34.45,471.13,89.54,656.01,Millets,52.91298219
Loamy,7.19,1.38,39.54,38.38,6.96,0.77,2.34,104.98,46.79,392.36,35.93,223.91,286.93,31.65,1110.06,41.96,225.38,Corn,56.70200593
Sandy,11.2,1.32,33.45,24.16,7.97,1.4,0.42,166.59,6.02,335.82,34.54,580.91,114.89,21.6,770.34,81.87,517.73,Millets,19.45870653
Clayey,28.79,1.66,47.5,18.59,4.89,0.27,1.69,445.52,5.21,213.36,47.01,841.83,169.98,35.53,614.65,48.16,437.66,Millets,34.84495676
Sandy,21.18,1.62,35.97,37.44,5,2.42,0.87,351.33,39.36,242.51,22.4,908.6,57,27.98,1099.79,83.48,490.93,Millets,48.6268053
Loamy,15.21,1.12,30.59,11.64,4.69,1.38,0.76,345.7,18.76,219.94,33.47,654.73,144.3,39.96,904.12,54.31,639.04,Millets,21.6358898
Clayey,10.51,1.67,37.63,43.87,7.66,0.89,2.67,256.92,13.11,204.86,35.29,1692.01,489.5,27.29,742.75,63.99,468.29,Millets,54.23469154
Loamy,12.82,1.7,38.29,24.24,4.62,2.06,2.77,113.99,12.06,144.31,51.63,529.44,175.29,22.77,674.78,42.62,769.74,Millets,17.00433033
Sandy,17.03,1.6,38.72,32.86,5.97,2.08,3.1,369.46,17.91,310.17,27.63,487.91,97.92,22.95,1032.98,76.57,202.33,Vegetables,50.06584419
